order_id,quantity,month_name,day_name,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
4,4,07,Monday,12,67.0,67.0,M,Chicken,The Chicken Alfredo Pizza
2,3,10,Sunday,13,35.9,53.849999999999994,L,Veggie,The Four Cheese Pizza
1,1,07,Thursday,16,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
3,3,10,Wednesday,13,49.5,49.5,M,Supreme,The Soppressata Pizza
1,1,08,Tuesday,20,20.75,20.75,L,Supreme,The Spicy Italian Pizza
2,2,08,Sunday,18,47.3,47.3,S,Supreme,The Brie Carre Pizza
1,1,09,Friday,15,12.0,12.0,S,Veggie,The Green Garden Pizza
2,2,10,Saturday,15,51.0,51.0,XL,Classic,The Greek Pizza
1,1,10,Wednesday,19,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,08,Wednesday,17,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,09,Tuesday,19,12.25,12.25,S,Supreme,The Calabrese Pizza
2,2,11,Sunday,18,24.0,24.0,S,Veggie,The Spinach and Feta Pizza
1,1,06,Sunday,17,12.0,12.0,S,Classic,The Italian Capocollo Pizza
3,3,09,Wednesday,19,62.25,62.25,L,Chicken,The Thai Chicken Pizza
1,1,12,Friday,16,20.5,20.5,L,Classic,The Greek Pizza
1,1,12,Wednesday,11,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,10,Tuesday,15,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,11,Tuesday,14,17.95,17.95,L,Veggie,The Four Cheese Pizza
2,2,09,Tuesday,12,41.0,41.0,L,Classic,The Classic Deluxe Pizza
1,1,10,Friday,22,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
3,3,08,Saturday,18,52.5,52.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,08,Saturday,17,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,11,Thursday,18,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,10,Tuesday,17,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,09,Sunday,17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
2,2,10,Friday,13,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,09,Wednesday,20,16.0,16.0,M,Classic,The Italian Capocollo Pizza
1,1,12,Monday,15,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,12,Sunday,18,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,07,Monday,12,12.5,12.5,S,Supreme,The Soppressata Pizza
2,2,11,Saturday,11,25.0,25.0,M,Classic,The Pepperoni Pizza
2,2,12,Thursday,19,41.0,41.0,L,Classic,The Classic Deluxe Pizza
1,1,07,Saturday,19,16.0,16.0,M,Veggie,The Green Garden Pizza
2,2,08,Sunday,16,35.9,35.9,L,Veggie,The Four Cheese Pizza
1,1,12,Wednesday,19,12.5,12.5,S,Supreme,The Italian Supreme Pizza
1,1,10,Sunday,16,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,07,Thursday,19,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,09,Thursday,16,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
1,1,10,Friday,11,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
3,3,08,Monday,19,62.25,62.25,L,Supreme,The Italian Supreme Pizza
1,1,07,Thursday,14,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,10,Friday,12,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,02,Wednesday,19,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,04,Wednesday,13,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,04,Saturday,19,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,05,Thursday,18,33.5,33.5,M,Veggie,The Italian Vegetables Pizza
2,2,04,Thursday,18,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
2,2,04,Sunday,17,24.0,24.0,S,Classic,The Napolitana Pizza
1,1,06,Wednesday,13,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,01,Thursday,14,12.5,12.5,M,Classic,The Pepperoni Pizza
2,2,03,Tuesday,20,29.5,29.5,M,Veggie,The Four Cheese Pizza
4,5,05,Friday,20,48.0,60.0,S,Classic,The Big Meat Pizza
2,2,06,Sunday,17,33.0,33.0,M,Supreme,The Spicy Italian Pizza
3,3,04,Wednesday,12,48.0,48.0,M,Classic,The Classic Deluxe Pizza
2,2,01,Sunday,19,33.5,33.5,M,Chicken,The Thai Chicken Pizza
1,1,04,Tuesday,21,16.25,16.25,M,Supreme,The Calabrese Pizza
3,3,03,Monday,17,37.5,37.5,M,Classic,The Pepperoni Pizza
1,1,05,Saturday,20,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,03,Monday,21,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,05,Tuesday,21,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,01,Friday,18,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,06,Tuesday,19,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,01,Saturday,14,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,05,Monday,14,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
2,2,05,Wednesday,12,33.5,33.5,M,Chicken,The Chicken Alfredo Pizza
1,1,01,Tuesday,17,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
2,2,05,Monday,19,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,03,Tuesday,20,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,01,Wednesday,19,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
1,1,05,Saturday,14,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,02,Monday,19,12.5,12.5,S,Supreme,The Prosciutto and Arugula Pizza
2,2,01,Monday,17,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,03,Sunday,16,12.75,12.75,S,Chicken,The Thai Chicken Pizza
1,1,05,Friday,15,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,01,Friday,17,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,01,Sunday,17,16.0,16.0,M,Classic,The Greek Pizza
1,1,04,Sunday,16,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,01,Saturday,15,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,04,Wednesday,15,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,06,Wednesday,17,47.3,47.3,S,Supreme,The Brie Carre Pizza
1,1,02,Friday,19,16.5,16.5,L,Classic,The Hawaiian Pizza
3,4,05,Friday,20,62.25,83.0,L,Chicken,The Thai Chicken Pizza
1,1,01,Monday,16,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,07,Sunday,17,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
3,3,07,Wednesday,13,48.0,48.0,M,Veggie,The Spinach and Feta Pizza
2,2,12,Saturday,19,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,08,Saturday,12,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
2,2,08,Monday,15,25.5,25.5,S,Chicken,The California Chicken Pizza
3,3,07,Tuesday,15,62.25,62.25,L,Chicken,The California Chicken Pizza
2,2,08,Tuesday,22,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,08,Sunday,15,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,08,Tuesday,16,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,09,Friday,21,14.75,14.75,M,Veggie,The Four Cheese Pizza
3,4,10,Wednesday,20,50.25,67.0,M,Chicken,The Barbecue Chicken Pizza
2,3,09,Wednesday,20,33.5,50.25,M,Chicken,The Chicken Alfredo Pizza
1,1,08,Friday,18,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,07,Thursday,15,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,12,Tuesday,17,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,07,Monday,20,24.5,24.5,S,Supreme,The Calabrese Pizza
1,1,09,Friday,14,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,11,Monday,22,12.0,12.0,S,Veggie,The Mediterranean Pizza
2,2,07,Wednesday,13,41.5,41.5,L,Supreme,The Spicy Italian Pizza
3,3,10,Thursday,13,48.75,48.75,M,Supreme,The Sicilian Pizza
3,3,11,Monday,16,36.0,36.0,S,Classic,The Italian Capocollo Pizza
2,2,12,Saturday,17,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,10,Tuesday,16,12.0,12.0,S,Classic,The Greek Pizza
1,1,11,Sunday,11,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,10,Sunday,12,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,11,Friday,12,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,11,Tuesday,12,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,12,Thursday,12,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,12,Wednesday,17,33.0,33.0,M,Supreme,The Spicy Italian Pizza
1,1,07,Wednesday,19,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,07,Monday,21,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,12,Tuesday,15,12.0,12.0,S,Classic,The Classic Deluxe Pizza
1,1,07,Thursday,13,20.75,20.75,L,Supreme,The Pepper Salami Pizza
2,3,09,Monday,12,33.5,50.25,M,Chicken,The Barbecue Chicken Pizza
1,1,12,Thursday,20,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,12,Wednesday,15,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,07,Friday,19,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,05,Monday,12,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,06,Saturday,13,12.75,12.75,S,Chicken,The California Chicken Pizza
2,2,04,Wednesday,11,35.9,35.9,L,Veggie,The Four Cheese Pizza
3,3,05,Wednesday,15,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,02,Wednesday,14,16.5,16.5,L,Classic,The Hawaiian Pizza
2,2,04,Wednesday,18,35.0,35.0,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,06,Sunday,21,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,03,Saturday,13,19.5,19.5,S,Classic,The Pepperoni Pizza
1,1,04,Thursday,11,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,06,Friday,21,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,02,Thursday,19,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,02,Friday,13,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,06,Wednesday,18,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,03,Tuesday,13,12.5,12.5,S,Supreme,The Italian Supreme Pizza
2,2,05,Sunday,12,25.0,25.0,S,Supreme,The Pepper Salami Pizza
1,1,04,Friday,19,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,06,Thursday,18,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,03,Tuesday,17,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,06,Wednesday,11,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,02,Tuesday,22,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,05,Friday,12,16.0,16.0,M,Veggie,The Mediterranean Pizza
1,1,04,Wednesday,13,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,05,Tuesday,16,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,05,Monday,11,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,01,Saturday,12,16.5,16.5,M,Veggie,The Spinach Pesto Pizza
2,2,01,Thursday,18,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
1,1,02,Saturday,15,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,05,Friday,21,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,04,Wednesday,13,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,04,Monday,12,32.0,32.0,M,Veggie,The Vegetables + Vegetables Pizza
1,1,05,Friday,17,25.5,25.5,XL,Classic,The Greek Pizza
1,1,05,Friday,15,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,05,Friday,14,16.75,16.75,M,Veggie,The Italian Vegetables Pizza
1,1,05,Friday,22,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
2,2,04,Friday,18,32.0,32.0,M,Veggie,The Mexicana Pizza
1,1,03,Saturday,16,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,06,Wednesday,17,12.0,12.0,S,Classic,The Italian Capocollo Pizza
1,1,06,Monday,11,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,04,Wednesday,21,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,04,Sunday,19,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,10,Thursday,11,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,10,Thursday,21,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,12,Monday,14,16.0,16.0,M,Classic,The Napolitana Pizza
1,1,06,Monday,18,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,2,12,Wednesday,13,33.5,33.5,M,Chicken,The California Chicken Pizza
3,3,10,Thursday,15,49.5,49.5,M,Supreme,The Italian Supreme Pizza
1,1,07,Saturday,21,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,11,Sunday,11,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,11,Saturday,17,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,09,Tuesday,14,10.5,10.5,S,Classic,The Hawaiian Pizza
1,1,08,Wednesday,11,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
3,3,09,Saturday,21,61.5,61.5,L,Classic,The Classic Deluxe Pizza
1,1,08,Saturday,15,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,12,Wednesday,22,12.5,12.5,S,Supreme,The Spicy Italian Pizza
1,1,08,Sunday,19,12.0,12.0,S,Veggie,The Vegetables + Vegetables Pizza
1,1,09,Saturday,20,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,08,Sunday,11,20.25,20.25,L,Veggie,The Mexicana Pizza
2,2,11,Wednesday,13,24.0,24.0,S,Classic,The Big Meat Pizza
2,2,09,Sunday,12,24.0,24.0,S,Classic,The Classic Deluxe Pizza
1,1,07,Friday,19,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,07,Tuesday,17,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
2,2,09,Tuesday,19,41.5,41.5,L,Veggie,The Spinach Pesto Pizza
1,1,10,Tuesday,15,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,10,Thursday,12,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,12,Tuesday,20,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
2,2,08,Monday,19,32.0,32.0,M,Classic,The Classic Deluxe Pizza
1,1,09,Tuesday,12,20.75,20.75,L,Supreme,The Soppressata Pizza
1,1,08,Tuesday,13,20.75,20.75,L,Supreme,The Spinach Supreme Pizza
1,1,11,Tuesday,19,12.0,12.0,S,Classic,The Classic Deluxe Pizza
2,2,07,Saturday,14,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,12,Sunday,19,12.75,12.75,S,Chicken,The California Chicken Pizza
2,2,12,Monday,12,26.5,26.5,M,Classic,The Hawaiian Pizza
1,1,10,Thursday,18,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,12,Wednesday,19,20.5,20.5,L,Classic,The Napolitana Pizza
1,1,11,Wednesday,18,20.5,20.5,L,Classic,The Napolitana Pizza
2,2,02,Saturday,14,41.5,41.5,L,Chicken,The Barbecue Chicken Pizza
2,2,04,Thursday,11,21.0,21.0,S,Classic,The Hawaiian Pizza
1,1,02,Sunday,18,12.75,12.75,S,Veggie,The Italian Vegetables Pizza
1,1,05,Wednesday,12,16.5,16.5,M,Supreme,The Pepper Salami Pizza
1,1,02,Monday,20,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,01,Saturday,19,13.25,13.25,M,Classic,The Hawaiian Pizza
1,1,01,Saturday,13,25.5,25.5,XL,Classic,The Greek Pizza
1,1,04,Monday,18,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,04,Thursday,11,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,01,Sunday,22,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,03,Thursday,18,20.25,20.25,L,Veggie,The Mediterranean Pizza
3,3,02,Wednesday,17,50.25,50.25,M,Chicken,The Southwest Chicken Pizza
1,1,01,Thursday,13,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,05,Tuesday,20,20.75,20.75,L,Chicken,The Southwest Chicken Pizza
2,2,06,Saturday,20,24.0,24.0,S,Classic,The Classic Deluxe Pizza
1,1,02,Monday,18,16.75,16.75,M,Chicken,The Chicken Pesto Pizza
3,3,03,Thursday,16,48.75,48.75,M,Supreme,The Calabrese Pizza
2,2,04,Monday,17,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,03,Sunday,15,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,01,Saturday,13,12.5,12.5,S,Supreme,The Soppressata Pizza
1,1,04,Monday,11,16.75,16.75,M,Chicken,The California Chicken Pizza
1,1,05,Thursday,18,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1,1,02,Sunday,19,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,03,Friday,13,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,04,Thursday,20,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,01,Saturday,15,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,02,Sunday,20,16.5,16.5,M,Supreme,The Soppressata Pizza
1,1,02,Friday,14,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,06,Monday,21,16.5,16.5,M,Supreme,The Italian Supreme Pizza
1,1,02,Tuesday,11,20.75,20.75,L,Supreme,The Spicy Italian Pizza
1,1,03,Saturday,22,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,06,Sunday,15,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
2,2,03,Friday,12,41.5,41.5,L,Chicken,The California Chicken Pizza
1,1,03,Thursday,14,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,06,Monday,16,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,01,Thursday,19,33.0,33.0,M,Supreme,The Prosciutto and Arugula Pizza
1,1,06,Monday,14,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,05,Saturday,22,12.5,12.5,S,Supreme,The Spicy Italian Pizza
2,2,05,Saturday,15,33.5,33.5,M,Chicken,The California Chicken Pizza
1,1,05,Friday,19,12.75,12.75,S,Chicken,The Chicken Alfredo Pizza
1,1,01,Saturday,15,12.0,12.0,S,Classic,The Big Meat Pizza
1,1,03,Saturday,16,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,02,Sunday,17,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,01,Friday,19,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,01,Wednesday,22,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,11,Sunday,16,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,11,Wednesday,17,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,12,Saturday,15,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,10,Wednesday,13,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,12,Monday,19,9.75,9.75,S,Classic,The Pepperoni Pizza
2,2,11,Tuesday,20,30.5,30.5,L,Classic,The Pepperoni Pizza
2,2,12,Thursday,13,41.5,41.5,L,Supreme,The Pepper Salami Pizza
1,1,10,Wednesday,20,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,07,Thursday,14,32.0,32.0,M,Classic,The Classic Deluxe Pizza
1,1,08,Monday,12,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,10,Tuesday,19,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,10,Wednesday,20,12.75,12.75,S,Chicken,The Thai Chicken Pizza
2,2,12,Tuesday,13,41.0,41.0,L,Classic,The Classic Deluxe Pizza
1,1,08,Wednesday,14,16.0,16.0,M,Veggie,The Mexicana Pizza
1,1,08,Thursday,14,12.5,12.5,S,Veggie,The Spinach Pesto Pizza
1,1,09,Sunday,16,20.75,20.75,L,Chicken,The Chicken Alfredo Pizza
1,1,08,Tuesday,11,12.5,12.5,S,Supreme,The Pepper Salami Pizza
1,1,10,Wednesday,12,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,11,Sunday,12,23.65,23.65,S,Supreme,The Brie Carre Pizza
1,1,09,Wednesday,12,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,12,Tuesday,17,20.25,20.25,L,Veggie,The Vegetables + Vegetables Pizza
1,1,12,Wednesday,12,16.0,16.0,M,Veggie,The Mexicana Pizza
2,2,12,Tuesday,17,25.0,25.0,M,Classic,The Pepperoni Pizza
1,1,12,Tuesday,12,16.5,16.5,L,Classic,The Hawaiian Pizza
1,1,12,Sunday,13,17.95,17.95,L,Veggie,The Four Cheese Pizza
1,1,10,Wednesday,14,12.0,12.0,S,Veggie,The Spinach and Feta Pizza
1,1,08,Monday,14,20.25,20.25,L,Supreme,The Calabrese Pizza
1,1,12,Thursday,16,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
1,1,09,Friday,16,20.5,20.5,L,Classic,The Greek Pizza
1,1,11,Sunday,13,12.25,12.25,S,Supreme,The Sicilian Pizza
1,1,07,Friday,17,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,1,12,Monday,17,20.75,20.75,L,Chicken,The Thai Chicken Pizza
1,1,12,Tuesday,20,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,08,Sunday,13,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,10,Thursday,16,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Pizza"
1,1,09,Thursday,11,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,03,Monday,16,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,03,Sunday,17,16.0,16.0,M,Classic,The Classic Deluxe Pizza
1,1,06,Saturday,14,16.5,16.5,M,Supreme,The Soppressata Pizza
2,2,01,Sunday,18,41.5,41.5,L,Chicken,The Southwest Chicken Pizza
1,1,05,Friday,12,16.0,16.0,M,Veggie,The Mexicana Pizza
1,2,02,Saturday,22,9.75,19.5,S,Classic,The Pepperoni Pizza
1,1,05,Thursday,18,16.25,16.25,M,Supreme,The Sicilian Pizza
1,1,05,Saturday,19,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,05,Wednesday,15,9.75,9.75,S,Classic,The Pepperoni Pizza
1,1,06,Friday,14,14.75,14.75,M,Veggie,The Four Cheese Pizza
1,1,05,Wednesday,18,16.5,16.5,M,Supreme,The Spinach Supreme Pizza
1,1,03,Tuesday,13,18.5,18.5,L,Veggie,The Five Cheese Pizza
3,3,04,Friday,14,36.0,36.0,S,Classic,The Big Meat Pizza
1,1,04,Wednesday,18,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,06,Sunday,16,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,02,Saturday,11,16.0,16.0,M,Veggie,The Spinach and Feta Pizza
2,3,06,Wednesday,16,40.5,60.75,L,Veggie,The Vegetables + Vegetables Pizza
2,2,01,Saturday,19,41.5,41.5,L,Chicken,The Chicken Pesto Pizza
2,2,02,Tuesday,12,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
2,2,03,Tuesday,18,47.3,47.3,S,Supreme,The Brie Carre Pizza
1,1,06,Friday,22,16.75,16.75,M,Chicken,The Thai Chicken Pizza
1,1,01,Friday,13,16.0,16.0,M,Classic,The Napolitana Pizza
2,2,06,Thursday,13,33.5,33.5,M,Chicken,The Barbecue Chicken Pizza
2,2,02,Sunday,21,41.5,41.5,L,Chicken,The Thai Chicken Pizza
1,1,03,Friday,14,20.25,20.25,L,Veggie,The Spinach and Feta Pizza
1,1,05,Monday,21,10.5,10.5,S,Classic,The Hawaiian Pizza
2,2,02,Monday,12,26.5,26.5,M,Classic,The Hawaiian Pizza
1,1,05,Friday,20,18.5,18.5,L,Veggie,The Five Cheese Pizza
1,1,06,Wednesday,17,21.0,21.0,L,Veggie,The Italian Vegetables Pizza
1,1,06,Friday,20,12.75,12.75,S,Chicken,The California Chicken Pizza
1,1,03,Thursday,16,20.75,20.75,L,Chicken,The Barbecue Chicken Pizza
1,1,05,Tuesday,12,12.0,12.0,S,Classic,The Greek Pizza
1,1,05,Friday,21,12.75,12.75,S,Chicken,The Chicken Pesto Pizza
1,2,01,Saturday,12,23.65,47.3,S,Supreme,The Brie Carre Pizza
1,1,04,Thursday,13,20.75,20.75,L,Veggie,The Spinach Pesto Pizza
1,1,01,Tuesday,19,16.5,16.5,M,Supreme,The Prosciutto and Arugula Pizza
1,1,05,Wednesday,20,16.25,16.25,M,Supreme,The Calabrese Pizza
2,2,06,Sunday,16,41.5,41.5,L,Supreme,The Soppressata Pizza
1,1,01,Tuesday,13,12.5,12.5,S,Supreme,The Spinach Supreme Pizza
1,1,03,Saturday,19,12.75,12.75,S,Chicken,The Barbecue Chicken Pizza
1,1,03,Wednesday,11,20.25,20.25,L,Supreme,The Sicilian Pizza
1,1,03,Saturday,19,16.75,16.75,M,Chicken,The Southwest Chicken Pizza
1,1,04,Monday,19,20.5,20.5,L,Classic,The Classic Deluxe Pizza
1,1,06,Saturday,13,20.75,20.75,L,Supreme,The Prosciutto and Arugula Pizza
1,1,05,Monday,12,15.25,15.25,L,Classic,The Pepperoni Pizza
1,1,05,Wednesday,18,20.25,20.25,L,Veggie,The Mediterranean Pizza
1,1,06,Monday,12,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,01,Monday,17,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,11,Monday,18,16.75,16.75,M,Chicken,The Barbecue Chicken Pizza
1,1,08,Friday,12,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,08,Wednesday,14,16.5,16.5,M,Supreme,The Spicy Italian Pizza
1,1,07,Sunday,18,16.75,16.75,M,Chicken,The Chicken Alfredo Pizza
1,1,09,Tuesday,16,16.5,16.5,M,Supreme,The Spicy Italian Pizza
2,2,08,Sunday,16,41.0,41.0,L,Classic,The Classic Deluxe Pizza
1,1,08,Sunday,13,25.5,25.5,XL,Classic,The Greek Pizza
1,1,08,Sunday,12,12.0,12.0,S,Veggie,The Green Garden Pizza
1,1,07,Friday,19,16.25,16.25,M,Supreme,The Calabrese Pizza
1,1,10,Wednesday,21,12.0,12.0,S,Classic,The Napolitana Pizza
1,1,07,Wednesday,20,16.0,16.0,M,Veggie,The Green Garden Pizza
1,1,07,Wednesday,12,12.0,12.0,S,Veggie,The Mediterranean Pizza
1,1,11,Sunday,15,20.25,20.25,L,Veggie,The Mexicana Pizza
1,1,12,Friday,20,20.75,20.75,L,Supreme,The Italian Supreme Pizza
1,1,11,Saturday,16,12.5,12.5,M,Classic,The Pepperoni Pizza
1,1,07,Tuesday,18,20.75,20.75,L,Chicken,The Thai Chicken Pizza
